#KODS#;#TIPS_CD#;#NOSAUKUMS#;#VKUR_CD#;#VKUR_TIPS#;#STD#;#KOORD_X#;#KOORD_Y#;#DD_N#;#DD_E#
#100014602#;#105#;#Sēļu pag.#;#100016647#;#113#;#Sēļu pag., Valmieras nov.#;#413361.276#;#569551.729#;#57.856723#;#25.172023#
#100014635#;#105#;#Valmieras pag.#;#100016647#;#113#;#Valmieras pag., Valmieras nov.#;#383696.805#;#586327.073#;#57.587425#;#25.443963#
#100010732#;#105#;#Dzērbenes pag.#;#100016487#;#113#;#Dzērbenes pag., Cēsu nov.#;#344140.686#;#600342.52#;#57.229352#;#25.662121#
#100010812#;#105#;#Priekuļu pag.#;#100016487#;#113#;#Priekuļu pag., Cēsu nov.#;#355274.043#;#580958.149#;#57.333173#;#25.344782#
#100010886#;#105#;#Veselavas pag.#;#100016487#;#113#;#Veselavas pag., Cēsu nov.#;#350384.986#;#590068.084#;#57.287562#;#25.494268#
#100010894#;#105#;#Zaubes pag.#;#100016487#;#113#;#Zaubes pag., Cēsu nov.#;#315944.071#;#574794.623#;#56.980996#;#25.230641#
#100010765#;#105#;#Kaives pag.#;#100016487#;#113#;#Kaives pag., Cēsu nov.#;#321733.118#;#597783.595#;#57.028691#;#25.610989#
#100014811#;#105#;#Taurenes pag.#;#100016487#;#113#;#Taurenes pag., Cēsu nov.#;#332175.404#;#598172.925#;#57.122378#;#25.621486#
#100010757#;#105#;#Jaunpiebalgas pag.#;#100016487#;#113#;#Jaunpiebalgas pag., Cēsu nov.#;#335076.811#;#622604.779#;#57.142562#;#26.026183#
#100012414#;#105#;#Ainažu pag.#;#100016606#;#113#;#Ainažu pag., Limbažu nov.#;#414894.516#;#531239.464#;#57.874814#;#24.526671#
#100012182#;#105#;#Vārmes pag.#;#100016696#;#113#;#Vārmes pag., Kuldīgas nov.#;#302537.411#;#389529.117#;#56.853469#;#22.188478#
#100003751#;#104#;#Rūjiena#;#100016647#;#113#;#Rūjiena, Valmieras nov.#;#417787.295#;#579173.762#;#57.894868#;#25.335589#
#100197991#;#106#;#Oļšaniki#;#100011984#;#105#;#Oļšaniki, Šķaunes pag., Krāslavas nov.#;#227434#;#740351#;#56.131304#;#27.868#
#100003358#;#104#;#Limbaži#;#100016606#;#113#;#Limbaži, Limbažu nov.#;#375049.304#;#543150.97#;#57.515941#;#24.720335#
#100208324#;#106#;#Lapenieki#;#100013666#;#105#;#Lapenieki, Ķekavas pag., Ķekavas nov.#;#302990.084#;#509733.807#;#56.870572#;#24.159679#
#100003390#;#104#;#Staicele#;#100016606#;#113#;#Staicele, Limbažu nov.#;#410416.449#;#544681.031#;#57.833452#;#24.752425#
#100011180#;#105#;#Augstkalnes pag.#;#100016622#;#113#;#Augstkalnes pag., Dobeles nov.#;#251181.164#;#461414.123#;#56.403646#;#23.374781#
#100003165#;#104#;#Līgatne#;#100016487#;#113#;#Līgatne, Cēsu nov.#;#344670.658#;#562715.979#;#57.240811#;#25.039142#
#100003140#;#104#;#Bauska#;#100016575#;#113#;#Bauska, Bauskas nov.#;#251376.497#;#512128.242#;#56.406821#;#24.196533#
#100003204#;#104#;#Auce#;#100016622#;#113#;#Auce, Dobeles nov.#;#257158.609#;#432194.083#;#56.45405#;#22.899847#
#100003198#;#104#;#Dobele#;#100016622#;#113#;#Dobele, Dobeles nov.#;#275668.123#;#455913.378#;#56.623143#;#23.281508#
#100003622#;#104#;#Brocēni#;#100016663#;#113#;#Brocēni, Saldus nov.#;#282174.663#;#412661.082#;#56.675516#;#22.574596#
#100003286#;#104#;#Kuldīga#;#100016696#;#113#;#Kuldīga, Kuldīgas nov.#;#315341.92#;#376658.209#;#56.96519#;#21.971333#
#100142591#;#106#;#Ostrovski#;#100011984#;#105#;#Ostrovski, Šķaunes pag., Krāslavas nov.#;#230312#;#738365#;#56.158099#;#27.838695#
#100142606#;#106#;#Peickova#;#100011984#;#105#;#Peickova, Šķaunes pag., Krāslavas nov.#;#231713#;#742457#;#56.168596#;#27.905699#
#100003181#;#104#;#Subate#;#100016462#;#113#;#Subate, Augšdaugavas nov.#;#208575.678#;#619163.062#;#56.00762#;#25.911159#
#100012166#;#105#;#Snēpeles pag.#;#100016696#;#113#;#Snēpeles pag., Kuldīgas nov.#;#300347.852#;#372001.732#;#56.829314#;#21.902364#
#100003743#;#104#;#Mazsalaca#;#100016647#;#113#;#Mazsalaca, Valmieras nov.#;#413952.266#;#562446.538#;#57.86308#;#25.052472#
